PLZ,Name ,Landkreis,Bundesland
27356,Rotenburg,Landkreis Rotenburg (Wümme),Niedersachsen
36199,Rotenburg an der Fulda,Landkreis Hersfeld-Rotenburg,Hessen
38531,Rötgesbüttel,Landkreis Gifhorn,Niedersachsen
91154,Roth,Landkreis Roth,Bayern
4571,Rötha,Landkreis Leipzig,Sachsen
88167,Röthenbach (Allgäu),Landkreis Lindau (Bodensee),Bayern
90552,Röthenbach an der Pegnitz,Landkreis Nürnberger Land,Bayern
63860,"Rothenbuch, Rothenbucher Forst",Landkreis Aschaffenburg,Bayern
91541,Rothenburg ob der Tauber,Landkreis Ansbach,Bayern
2929,Rothenburg/O.L.,Landkreis Görlitz,Sachsen
97851,Rothenfels,Landkreis Main-Spessart,Bayern
97520,Röthlein,Landkreis Schweinfurt,Bayern
67753,Rothselberg u.a.,Landkreis Kusel,Rheinland-Pfalz
86935,Rott,Landkreis Landsberg am Lech,Bayern
83543,Rott a. Inn,Landkreis Rosenheim,Bayern
83700,Rottach-Egern,Landkreis Miesbach,Bayern
89616,Rottenacker,Landkreis Alb-Donau-Kreis,Baden-Württemberg
91341,Röttenbach,Landkreis Erlangen-Höchstadt,Bayern
91187,Röttenbach,Landkreis Roth,Bayern
82401,Rottenbuch,Landkreis Weilheim-Schongau,Bayern
84056,Rottenburg a.d. Laaber,Landkreis Landshut,Bayern
72108,Rottenburg am Neckar,Landkreis Tübingen,Baden-Württemberg
97228,Rottendorf,Landkreis Würzburg,Bayern
94094,Rotthalmünster,Landkreis Passau,Bayern
97285,"Röttingen, Tauberrettersheim",Landkreis Würzburg,Bayern
78628,Rottweil,Landkreis Rottweil,Baden-Württemberg
92444,Rötz,Landkreis Cham,Bayern
90607,Rückersdorf,Landkreis Nürnberger Land,Bayern
87494,Rückholz,Landkreis Ostallgäu,Bayern
84104,Rudelzhausen,Landkreis Freising,Bayern
87674,Ruderatshofen,Landkreis Ostallgäu,Bayern
73635,Rudersberg,Landkreis Rems-Murr-Kreis,Baden-Württemberg
15562,Rüdersdorf,Landkreis Märkisch-Oderland,Brandenburg
15378,Rüdersdorf,Landkreis Märkisch-Oderland,Brandenburg
94161,Ruderting,Landkreis Passau,Bayern
55593,Rüdesheim,Landkreis Bad Kreuznach,Rheinland-Pfalz
65385,Rüdesheim am Rhein,Landkreis Rheingau-Taunus-Kreis,Hessen
7407,Rudolstadt,Landkreis Saalfeld-Rudolstadt,Thüringen
95365,Rugendorf,Landkreis Kulmbach,Bayern
91622,Rügland,Landkreis Ansbach,Bayern
38471,Rühen,Landkreis Gifhorn,Niedersachsen
99842,Ruhla,Landkreis Wartburgkreis,Thüringen
1945,Ruhland,Landkreis Oberspreewald-Lausitz,Brandenburg
83324,Ruhpolding,Landkreis Traunstein,Bayern
94099,Ruhstorf a.d. Rott,Landkreis Passau,Bayern
76761,Rülzheim,Landkreis Germersheim,Rheinland-Pfalz
79595,Rümmingen,Landkreis Lörrach,Baden-Württemberg
24254,Rumohr,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
93486,Runding,Landkreis Cham,Bayern
65594,Runkel,Landkreis Limburg-Weilburg,Hessen
67152,Ruppertsberg,Landkreis Bad Dürkheim,Rheinland-Pfalz
73577,Ruppertshofen,Landkreis Ostalbkreis,Baden-Württemberg
53809,Ruppichteroth,Kreis Rhein-Sieg-Kreis,Nordrhein-Westfalen
65428,Rüsselsheim,Landkreis Groß-Gerau,Hessen
77977,Rust,Landkreis Ortenaukreis,Baden-Württemberg
71277,Rutesheim,Landkreis Böblingen,Baden-Württemberg
59602,Rüthen,Kreis Soest,Nordrhein-Westfalen
18317,Saal,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
93342,Saal a.d. Donau,Landkreis Kelheim,Bayern
7929,Saalburg-Ebersdorf,Landkreis Saale-Orla-Kreis,Thüringen
83416,Saaldorf,Landkreis Berchtesgadener Land,Bayern
7318,Saalfeld/Saale,Landkreis Saalfeld-Rudolstadt,Thüringen
66133,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66132,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66131,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66130,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66129,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66128,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66127,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66126,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66125,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66123,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66121,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66119,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66117,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66115,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66113,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
66111,Saarbrücken,Landkreis Regionalverband Saarbrücken,Saarland
54439,Saarburg,Landkreis Trier-Saarburg,Rheinland-Pfalz
66740,Saarlouis,Landkreis Saarlouis,Saarland
66793,Saarwellingen,Landkreis Saarlouis,Saarland
91623,Sachsen b. Ansbach,Landkreis Ansbach,Bayern
74343,Sachsenheim,Landkreis Ludwigsburg,Baden-Württemberg
83679,Sachsenkam,Landkreis Bad Tölz-Wolfratshausen,Bayern
48369,Saerbeck,Kreis Steinfurt,Nordrhein-Westfalen
56648,Saffig,Landkreis Mayen-Koblenz,Rheinland-Pfalz
18551,Sagard,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
63877,Sailauf,Landkreis Aschaffenburg,Bayern
73084,Salach,Landkreis Göppingen,Baden-Württemberg
94163,Saldenburg,Landkreis Freyung-Grafenau,Bayern
88682,Salem,Landkreis Bodenseekreis,Baden-Württemberg
87775,Salgen,Landkreis Unterallgäu,Bayern
54528,Salmtal,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
6198,Salzatal,Landkreis Saalekreis,Sachsen-Anhalt
48499,Salzbergen,Landkreis Emsland,Niedersachsen
38259,Salzgitter,Kreisfreie Stadt Salzgitter,Niedersachsen
38239,Salzgitter,Kreisfreie Stadt Salzgitter,Niedersachsen
38229,Salzgitter,Kreisfreie Stadt Salzgitter,Niedersachsen
38228,Salzgitter,Kreisfreie Stadt Salzgitter,Niedersachsen
38226,Salzgitter,Kreisfreie Stadt Salzgitter,Niedersachsen
21376,Salzhausen,Landkreis Harburg,Niedersachsen
31020,Salzhemmendorf,Landkreis Hameln-Pyrmont,Niedersachsen
33154,Salzkotten,Kreis Paderborn,Nordrhein-Westfalen
29410,Salzwedel,Landkreis Altmarkkreis Salzwedel,Sachsen-Anhalt
94121,Salzweg,Landkreis Passau,Bayern
83122,Samerberg,Landkreis Rosenheim,Bayern
18573,Samtens,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
97522,Sand a. Main,Landkreis Haßberge,Bayern
39524,Sandau,Landkreis Stendal,Sachsen-Anhalt
97657,Sandberg,Landkreis Rhön-Grabfeld,Bayern
26452,Sande,Landkreis Friesland,Niedersachsen
6796,Sandersdorf-Brehna,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
6794,Sandersdorf-Brehna,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
6792,Sandersdorf-Brehna,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
23898,Sandesneben u.a.,Kreis Herzogtum Lauenburg,Schleswig-Holstein
69207,Sandhausen,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
6526,Sangerhausen,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
18190,Sanitz,Landkreis Rostock,Mecklenburg-Vorpommern
25776,"Sankt Annen, Rehm-Flehde-Bargen",Kreis Dithmarschen,Schleswig-Holstein
53757,Sankt Augustin,Kreis Rhein-Sieg-Kreis,Nordrhein-Westfalen
94379,Sankt Englmar,Landkreis Straubing-Bogen,Bayern
56329,Sankt Goar,Landkreis Rhein-Hunsrück-Kreis,Rheinland-Pfalz
56346,Sankt Goarshausen u.a.,Landkreis Rhein-Lahn-Kreis,Rheinland-Pfalz
66386,Sankt Ingbert,Landkreis Saarpfalz-Kreis,Saarland
53562,Sankt Katharinen (Landkreis Neuwied),Landkreis Neuwied,Rheinland-Pfalz
68789,Sankt Leon-Rot,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
25572,Sankt Margarethen,Kreis Steinburg,Schleswig-Holstein
25693,"Sankt Michaelisdonn,Gudendorf,Volsemenhusen,Trennewurth",Kreis Dithmarschen,Schleswig-Holstein
94568,Sankt Oswald,Landkreis Freyung-Grafenau,Bayern
79271,Sankt Peter,Landkreis Emmendingen,Baden-Württemberg
25826,Sankt Peter-Ording,Kreis Nordfriesland,Schleswig-Holstein
66606,Sankt Wendel,Landkreis St. Wendel,Saarland
84427,Sankt Wolfgang,Landkreis Erding,Bayern
23629,Sarkwitz,Kreis Ostholstein,Schleswig-Holstein
31157,Sarstedt,Landkreis Hildesheim,Niedersachsen
77880,Sasbach,Landkreis Ortenaukreis,Baden-Württemberg
79361,Sasbach am Kaiserstuhl,Landkreis Emmendingen,Baden-Württemberg
77887,Sasbachwalden,Landkreis Ortenaukreis,Baden-Württemberg
48336,Sassenberg,Kreis Warendorf,Nordrhein-Westfalen
38524,Sassenburg,Landkreis Gifhorn,Niedersachsen
18546,Sassnitz,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
26683,Saterland,Landkreis Cloppenburg,Niedersachsen
18239,Satow,Landkreis Rostock,Mecklenburg-Vorpommern
74589,Satteldorf,Landkreis Schwäbisch Hall,Baden-Württemberg
21644,Sauensiek,Landkreis Stade,Niedersachsen
82054,Sauerlach,Landkreis München,Bayern
82442,Saulgrub,Landkreis Garmisch-Partenkirchen,Bayern
55291,Saulheim,Landkreis Alzey-Worms,Rheinland-Pfalz
64850,Schaafheim,Landkreis Darmstadt-Dieburg,Hessen
24882,"Schaalby, Geelbek",Kreis Schleswig-Flensburg,Schleswig-Holstein
24790,Schacht-Audorf,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
24980,"Schafflund, Meyn u.a.",Kreis Schleswig-Flensburg,Schleswig-Holstein
25725,"Schafstedt, Weidenhof, Bornholt",Kreis Rendsburg-Eckernförde,Schleswig-Holstein
82069,Schäftlarn,Landkreis München,Bayern
82067,Schäftlarn,Landkreis München,Bayern
53426,"Schalkenbach, Königsfeld, Dedenbach",Landkreis Ahrweiler,Rheinland-Pfalz
58579,Schalksmühle,Kreis Märkischer Kreis,Nordrhein-Westfalen
79597,Schallbach,Landkreis Lörrach,Baden-Württemberg
67701,Schallodenbach,Landkreis Kaiserslautern,Rheinland-Pfalz
79227,Schallstadt,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
23683,Scharbeutz,Kreis Ostholstein,Schleswig-Holstein
23684,"Scharbeutz, Süsel",Kreis Ostholstein,Schleswig-Holstein
21379,"Scharnebeck, Echem, Lüdersburg, Rullstorf",Landkreis Lüneburg,Niedersachsen
34270,Schauenburg,Landkreis Kassel,Hessen
95197,Schauenstein,Landkreis Hof,Bayern
94571,Schaufling,Landkreis Deggendorf,Bayern
83135,Schechen,Landkreis Rosenheim,Bayern
73579,Schechingen,Landkreis Ostalbkreis,Baden-Württemberg
72516,Scheer,Landkreis Sigmaringen,Baden-Württemberg
27383,Scheeßel,Landkreis Rotenburg (Wümme),Niedersachsen
74850,Schefflenz,Landkreis Neckar-Odenwald-Kreis,Baden-Württemberg
9481,Scheibenberg,Landkreis Erzgebirgskreis,Sachsen
76779,Scheibenhardt,Landkreis Germersheim,Rheinland-Pfalz
88175,Scheidegg,Landkreis Lindau (Bodensee),Bayern
91443,Scheinfeld,Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern
89601,Schelklingen,Landkreis Alb-Donau-Kreis,Baden-Württemberg
31174,Schellerten,Landkreis Hildesheim,Niedersachsen
88433,Schemmerhofen,Landkreis Biberach,Baden-Württemberg
25560,Schenefeld,Kreis Steinburg,Schleswig-Holstein
22869,Schenefeld,Kreis Pinneberg,Schleswig-Holstein
77773,Schenkenzell,Landkreis Rottweil,Baden-Württemberg
36277,Schenklengsfeld,Landkreis Hersfeld-Rotenburg,Hessen
46514,Schermbeck,Kreis Wesel,Nordrhein-Westfalen
85132,Schernfeld,Landkreis Eichstätt,Bayern
86872,Scherstetten,Landkreis Augsburg,Bayern
96110,Scheßlitz,Landkreis Bamberg,Bayern
57584,Scheuerfeld,Landkreis Altenkirchen (Westerwald),Rheinland-Pfalz
86937,Scheuring,Landkreis Landsberg am Lech,Bayern
85298,Scheyern,Landkreis Pfaffenhofen a.d. Ilm,Bayern
32816,Schieder-Schwalenberg,Kreis Lippe,Nordrhein-Westfalen
84069,Schierling,Landkreis Regensburg,Bayern
27619,Schiffdorf,Landkreis Cuxhaven,Niedersachsen
67105,Schifferstadt,Landkreis Rhein-Pfalz-Kreis,Rheinland-Pfalz
66578,Schiffweiler,Landkreis Neunkirchen,Saarland
16552,Schildow,Landkreis Oberhavel,Brandenburg
54429,Schillingen,Landkreis Trier-Saarburg,Rheinland-Pfalz
91583,Schillingsfürst,Landkreis Ansbach,Bayern
24637,Schillsdorf,Kreis Plön,Schleswig-Holstein
77761,Schiltach,Landkreis Rottweil,Baden-Württemberg
86576,Schiltberg,Landkreis Aichach-Friedberg,Bayern
1998,Schipkau,Landkreis Oberspreewald-Lausitz,Brandenburg
1994,Schipkau,Landkreis Oberspreewald-Lausitz,Brandenburg
1993,Schipkau,Landkreis Oberspreewald-Lausitz,Brandenburg
92718,Schirmitz,Landkreis Neustadt a.d. Waldnaab,Bayern
95706,Schirnding,Landkreis Wunsiedel i. Fichtelgebirge,Bayern
4435,Schkeuditz,Landkreis Nordsachsen,Sachsen
7619,Schkölen,Landkreis Saale-Holzland-Kreis,Thüringen
6258,Schkopau,Landkreis Saalekreis,Sachsen-Anhalt
38315,Schladen-Werla,Landkreis Wolfenbüttel,Niedersachsen
72667,Schlaitdorf,Landkreis Esslingen,Baden-Württemberg
33189,Schlangen,Kreis Lippe,Nordrhein-Westfalen
65388,Schlangenbad,Landkreis Rheingau-Taunus-Kreis,Hessen
73114,Schlat,Landkreis Göppingen,Baden-Württemberg
83259,Schleching,Landkreis Traunstein,Bayern
82444,Schlehdorf,Landkreis Bad Tölz-Wolfratshausen,Bayern
53937,Schleiden,Kreis Euskirchen,Nordrhein-Westfalen
2959,Schleife,Landkreis Görlitz,Sachsen
7907,Schleiz,Landkreis Saale-Orla-Kreis,Thüringen
8301,Schlema,Landkreis Erzgebirgskreis,Sachsen
24837,Schleswig,Kreis Schleswig-Flensburg,Schleswig-Holstein
9487,Schlettau,Landkreis Erzgebirgskreis,Sachsen
98667,Schleusegrund,Landkreis Hildburghausen,Thüringen
98553,Schleusingen u.a.,Landkreis Hildburghausen,Thüringen
4936,Schlieben,Landkreis Elbe-Elster,Brandenburg
79418,Schliengen,Landkreis Lörrach,Baden-Württemberg
88281,Schlier,Landkreis Ravensburg,Baden-Württemberg
73278,Schlierbach,Landkreis Göppingen,Baden-Württemberg
83727,Schliersee,Landkreis Miesbach,Bayern
36110,Schlitz,Landkreis Vogelsbergkreis,Hessen
33758,Schloß Holte-Stukenbrock,Kreis Gütersloh,Nordrhein-Westfalen
99994,Schlotheim,Landkreis Unstrut-Hainich-Kreis,Thüringen
79859,Schluchsee,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
36381,Schlüchtern,Landkreis Main-Kinzig-Kreis,Hessen
96132,Schlüsselfeld,Landkreis Bamberg,Bayern
67718,Schmalenberg,Landkreis Südwestpfalz,Rheinland-Pfalz
24638,Schmalensee,Kreis Segeberg,Schleswig-Holstein
24640,Schmalfeld,Kreis Segeberg,Schleswig-Holstein
98574,Schmalkalden,Landkreis Schmalkalden-Meiningen,Thüringen
57392,Schmallenberg,Kreis Hochsauerlandkreis,Nordrhein-Westfalen
66839,Schmelz,Landkreis Saarlouis,Saarland
92546,Schmidgaden,Landkreis Schwandorf,Bayern
92287,Schmidmühlen,Landkreis Amberg-Sulzbach,Bayern
86511,Schmiechen,Landkreis Aichach-Friedberg,Bayern
61389,Schmitten,Landkreis Hochtaunuskreis,Hessen
4626,"Schmölln, Altkirchen, Nöbdenitz u.a.",Landkreis Altenburger Land,Thüringen
91289,Schnabelwaid,Landkreis Bayreuth,Bayern
29493,Schnackenburg,Landkreis Lüchow-Dannenberg,Niedersachsen
83530,Schnaitsee,Landkreis Traunstein,Bayern
91220,Schnaittach,Landkreis Nürnberger Land,Bayern
92253,Schnaittenbach,Landkreis Amberg-Sulzbach,Bayern
67699,Schneckenhausen,Landkreis Kaiserslautern,Rheinland-Pfalz
96277,Schneckenlohe,Landkreis Kronach,Bayern
63936,Schneeberg,Landkreis Miltenberg,Bayern
8289,Schneeberg,Landkreis Erzgebirgskreis,Sachsen
29465,Schnega,Landkreis Lüchow-Dannenberg,Niedersachsen
83458,Schneizlreuth,Landkreis Berchtesgadener Land,Bayern
91625,Schnelldorf,Landkreis Ansbach,Bayern
29640,"Schneverdingen, Heimbuch",Landkreis Harburg,Niedersachsen
89194,Schnürpflingen,Landkreis Alb-Donau-Kreis,Baden-Württemberg
35641,Schöffengrund,Landkreis Lahn-Dill-Kreis,Hessen
94572,Schöfweg,Landkreis Freyung-Grafenau,Bayern
97852,Schollbrunn,Landkreis Main-Spessart,Bayern
63825,"Schöllkrippen, Blankenbach",Landkreis Aschaffenburg,Bayern
94508,Schöllnach,Landkreis Deggendorf,Bayern
75328,Schömberg,Landkreis Calw,Baden-Württemberg
72355,Schömberg,Landkreis Zollernalbkreis,Baden-Württemberg
78136,Schonach im Schwarzwald,Landkreis Schwarzwald-Baar-Kreis,Baden-Württemberg
71101,Schönaich,Landkreis Böblingen,Baden-Württemberg
84337,Schönau,Landkreis Rottal-Inn,Bayern
69250,Schönau,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
97659,Schönau a.d. Brend,Landkreis Rhön-Grabfeld,Bayern
79677,Schönau im Schwarzwald,Landkreis Lörrach,Baden-Württemberg
94513,Schönberg,Landkreis Freyung-Grafenau,Bayern
84573,Schönberg,Landkreis Mühldorf a. Inn,Bayern
23923,Schönberg,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
24217,Schönberg (Holstein),Kreis Plön,Schleswig-Holstein
56370,Schönborn,Landkreis Rhein-Lahn-Kreis,Rheinland-Pfalz
69436,Schönbrunn,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
96185,Schönbrunn i. Steigerwald,Landkreis Bamberg,Bayern
86938,Schondorf a. Ammersee,Landkreis Landsberg am Lech,Bayern
97795,Schondra,Landkreis Bad Kissingen,Bayern
39218,Schönebeck,Landkreis Salzlandkreis,Sachsen-Anhalt
39217,Schönebeck (Elbe),Landkreis Salzlandkreis,Sachsen-Anhalt
61137,Schöneck,Landkreis Main-Kinzig-Kreis,Hessen
8261,Schöneck/Vogtl.,Landkreis Vogtlandkreis,Sachsen
54614,Schönecken,Landkreis Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
12529,Schönefeld,Landkreis Dahme-Spreewald,Brandenburg
15566,Schöneiche bei Berlin,Landkreis Oder-Spree,Brandenburg
66901,Schönenberg-Kübelberg,Landkreis Kusel,Rheinland-Pfalz
29396,Schönewörde,Landkreis Gifhorn,Niedersachsen
86956,Schongau,Landkreis Weilheim-Schongau,Bayern
82296,Schöngeising,Landkreis Fürstenfeldbruck,Bayern
8304,Schönheide,Landkreis Erzgebirgskreis,Sachsen
38364,Schöningen,Landkreis Helmstedt,Niedersachsen
24232,Schönkirchen,Kreis Plön,Schleswig-Holstein
92539,Schönsee,Landkreis Schwandorf,Bayern
83137,Schonstett,Landkreis Rosenheim,Bayern
74214,Schöntal,Landkreis Hohenlohekreis,Baden-Württemberg
93488,Schönthal,Landkreis Cham,Bayern
97453,Schonungen,Landkreis Schweinfurt,Bayern
95173,Schönwald,Landkreis Wunsiedel i. Fichtelgebirge,Bayern
78141,Schönwald im Schwarzwald,Landkreis Schwarzwald-Baar-Kreis,Baden-Württemberg
15910,Schönwalde,Landkreis Dahme-Spreewald,Brandenburg
14621,Schönwalde,Landkreis Havelland,Brandenburg
23744,Schönwalde am Bungsberg,Kreis Ostholstein,Schleswig-Holstein
79650,Schopfheim,Landkreis Lörrach,Baden-Württemberg
91626,Schopfloch,Landkreis Ansbach,Bayern
72296,Schopfloch,Landkreis Freudenstadt,Baden-Württemberg
67707,Schopp,Landkreis Kaiserslautern,Rheinland-Pfalz
38170,Schöppenstedt,Landkreis Wolfenbüttel,Niedersachsen
48624,Schöppingen,Kreis Borken,Nordrhein-Westfalen
16244,Schorfheide,Landkreis Barnim,Brandenburg
93489,Schorndorf,Landkreis Cham,Bayern
73614,Schorndorf,Landkreis Rems-Murr-Kreis,Baden-Württemberg
26419,Schortens,Landkreis Friesland,Niedersachsen
63679,Schotten,Landkreis Vogelsbergkreis,Hessen
78713,Schramberg,Landkreis Rottweil,Baden-Württemberg
78144,Schramberg,Landkreis Rottweil,Baden-Württemberg
6279,"Schraplau, Farnstädt",Landkreis Saalekreis,Sachsen-Anhalt
34637,Schrecksbach,Landkreis Schwalm-Eder-Kreis,Hessen
69198,Schriesheim,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
86529,Schrobenhausen,Landkreis Neuburg-Schrobenhausen,Bayern
74575,Schrozberg,Landkreis Schwäbisch Hall,Baden-Württemberg
24850,Schuby,Kreis Schleswig-Flensburg,Schleswig-Holstein
54586,Schüller,Landkreis Vulkaneifel,Rheinland-Pfalz
24813,Schülp bei Rendsburg,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
15732,Schulzendorf b. Eichenwade,Landkreis Dahme-Spreewald,Brandenburg
77978,Schuttertal,Landkreis Ortenaukreis,Baden-Württemberg
77746,Schutterwald,Landkreis Ortenaukreis,Baden-Württemberg
18258,Schwaan u.a.,Landkreis Rostock,Mecklenburg-Vorpommern
91126,Schwabach,Landkreis Roth,Bayern
86986,Schwabbruck,Landkreis Weilheim-Schongau,Bayern
85247,Schwabhausen,Landkreis Dachau,Bayern
73527,"Schwäbisch Gmünd, Täferrot",Landkreis Ostalbkreis,Baden-Württemberg
74523,Schwäbisch Hall,Landkreis Schwäbisch Hall,Baden-Württemberg
86830,Schwabmünchen,Landkreis Augsburg,Bayern
86987,Schwabsoien,Landkreis Weilheim-Schongau,Bayern
25876,Schwabstedt,Kreis Nordfriesland,Schleswig-Holstein
27252,Schwaförden,Landkreis Diepholz,Niedersachsen
90571,"Schwaig b. Nürnberg, Behringersdorfer Forst",Landkreis Nürnberger Land,Bayern
82445,Schwaigen,Landkreis Garmisch-Partenkirchen,Bayern
74193,Schwaigern,Landkreis Heilbronn,Baden-Württemberg
71409,Schwaikheim,Landkreis Rems-Murr-Kreis,Baden-Württemberg
66773,Schwalbach,Landkreis Saarlouis,Saarland
65824,Schwalbach am Taunus,Landkreis Main-Taunus-Kreis,Hessen
98590,Schwallungen,Landkreis Schmalkalden-Meiningen,Thüringen
34613,Schwalmstadt,Landkreis Schwalm-Eder-Kreis,Hessen
41366,Schwalmtal,Kreis Viersen,Nordrhein-Westfalen
36318,Schwalmtal,Landkreis Vogelsbergkreis,Hessen
77963,Schwanau,Landkreis Ortenaukreis,Baden-Württemberg
92421,Schwandorf,Landkreis Schwandorf,Bayern
39397,"Schwanebeck, Gröningen, Kroppenstedt",Landkreis Harz,Sachsen-Anhalt
28790,Schwanewede,Landkreis Osterholz,Niedersachsen
97523,Schwanfeld,Landkreis Schweinfurt,Bayern
87645,Schwangau,Landkreis Ostallgäu,Bayern
90596,Schwanstetten,Landkreis Roth,Bayern
29690,Schwarmstedt u.a.,Landkreis Heidekreis,Niedersachsen
94374,Schwarzach,Landkreis Straubing-Bogen,Bayern
74869,Schwarzach,Landkreis Neckar-Odenwald-Kreis,Baden-Württemberg
97359,Schwarzach a. Main,Landkreis Kitzingen,Bayern
92548,Schwarzach b. Nabburg,Landkreis Schwandorf,Bayern
7427,Schwarzburg,Landkreis Saalfeld-Rudolstadt,Thüringen
92720,Schwarzenbach,Landkreis Neustadt a.d. Waldnaab,Bayern
95131,Schwarzenbach a. Wald,Landkreis Hof,Bayern
95126,Schwarzenbach a.d. Saale,Landkreis Hof,Bayern
8340,Schwarzenberg/Erzgeb.,Landkreis Erzgebirgskreis,Sachsen
34639,Schwarzenborn,Landkreis Schwalm-Eder-Kreis,Hessen
90592,Schwarzenbruck,Landkreis Nürnberger Land,Bayern
92521,Schwarzenfeld,Landkreis Schwandorf,Bayern
67813,"Schwarzengraben, St. Alban, Gerbach",Landkreis Donnersbergkreis,Rheinland-Pfalz
1987,Schwarzheide N.L.,Landkreis Oberspreewald-Lausitz,Brandenburg
92447,Schwarzhofen,Landkreis Schwandorf,Bayern
97525,Schwebheim,Landkreis Schweinfurt,Bayern
16303,Schwedt,Landkreis Uckermark,Brandenburg
67365,Schwegenheim,Landkreis Germersheim,Rheinland-Pfalz
54338,Schweich,Landkreis Trier-Saarburg,Rheinland-Pfalz
97424,Schweinfurt,Kreisfreie Stadt Schweinfurt,Bayern
97422,Schweinfurt,Kreisfreie Stadt Schweinfurt,Bayern
97421,Schweinfurt,Kreisfreie Stadt Schweinfurt,Bayern
85301,Schweitenkirchen,Landkreis Pfaffenhofen a.d. Ilm,Bayern
58332,Schwelm,Kreis Ennepe-Ruhr-Kreis,Nordrhein-Westfalen
88477,Schwendi,Landkreis Biberach,Baden-Württemberg
89443,Schwenningen,Landkreis Dillingen a.d. Donau,Bayern
